Interactor1	Interactor2	geneName1	geneName2	Complex.name	Complex.id
Q9UKV3	P08621	ACIN1	SNRNP70	Spliceosome	351
Q9UKV3	P09012	ACIN1	SNRPA	Spliceosome	351
Q9UKV3	P09661	ACIN1	SNRPA1	Spliceosome	351
Q9UKV3	P14678	ACIN1	SNRPB	Spliceosome	351
Q9UKV3	P08579	ACIN1	SNRPB2	Spliceosome	351
Q9UKV3	P09234	ACIN1	SNRPC	Spliceosome	351
Q9UKV3	P62314	ACIN1	SNRPD1	Spliceosome	351
Q9UKV3	P62316	ACIN1	SNRPD2	Spliceosome	351
Q9UKV3	P62318	ACIN1	SNRPD3	Spliceosome	351
Q9UKV3	P62304	ACIN1	SNRPE	Spliceosome	351
Q9UKV3	P62306	ACIN1	SNRPF	Spliceosome	351
Q9UKV3	P62308	ACIN1	SNRPG	Spliceosome	351
Q9UKV3	Q13573	ACIN1	SNW1	Spliceosome	351
Q9UKV3	Q96T58	ACIN1	NA	Spliceosome	351
Q9UKV3	O15042	ACIN1	U2SURP	Spliceosome	351
Q9UKV3	Q8IYB3	ACIN1	SRRM1	Spliceosome	351
Q9UKV3	Q9UQ35	ACIN1	SRRM2	Spliceosome	351
Q9UKV3	Q9BXP5	ACIN1	SRRT	Spliceosome	351
Q9UKV3	Q13247	ACIN1	SRSF6	Spliceosome	351
Q9UKV3	Q13242	ACIN1	SRSF9	Spliceosome	351
Q9UKV3	O95926	ACIN1	SYF2	Spliceosome	351
Q9UKV3	O14776	ACIN1	TCERG1	Spliceosome	351
Q9UKV3	Q9UBB9	ACIN1	TFIP11	Spliceosome	351
Q9UKV3	Q96FV9	ACIN1	THOC1	Spliceosome	351
Q9UKV3	Q8NI27	ACIN1	THOC2	Spliceosome	351
Q9UKV3	Q96J01	ACIN1	THOC3	Spliceosome	351
Q9UKV3	Q86V81	ACIN1	ALYREF	Spliceosome	351
Q9UKV3	Q13769	ACIN1	THOC5	Spliceosome	351
Q9UKV3	Q86W42	ACIN1	THOC6	Spliceosome	351
Q9UKV3	Q6I9Y2	ACIN1	THOC7	Spliceosome	351
Q9UKV3	P62995	ACIN1	TRA2B	Spliceosome	351
Q9UKV3	P83876	ACIN1	NA	Spliceosome	351
Q9UKV3	Q01081	ACIN1	U2AF1	Spliceosome	351
Q9UKV3	P26368	ACIN1	U2AF2	Spliceosome	351
Q9UKV3	Q53GS9	ACIN1	USP39	Spliceosome	351
Q9UKV3	Q9Y2W2	ACIN1	WBP11	Spliceosome	351
Q9UKV3	Q15007	ACIN1	WTAP	Spliceosome	351
Q9UKV3	Q9HCS7	ACIN1	XAB2	Spliceosome	351
Q9UKV3	O43670	ACIN1	NA	Spliceosome	351
O60306	Q13838	AQR	DDX39B	Spliceosome	351
O60306	O75934	AQR	BCAS2	Spliceosome	351
O60306	Q9BRD0	AQR	NA	Spliceosome	351
O60306	P41223	AQR	NA	Spliceosome	351
O60306	Q9Y6A4	AQR	NA	Spliceosome	351
O60306	Q8WUQ7	AQR	CACTIN	Spliceosome	351
O60306	Q9BQ61	AQR	NA	Spliceosome	351
O60306	O95400	AQR	NA	Spliceosome	351
O60306	O60508	AQR	CDC40	Spliceosome	351
O60306	Q99459	AQR	CDC5L	Spliceosome	351
O60306	Q14011	AQR	CIRBP	Spliceosome	351
O60306	Q16630	AQR	CPSF6	Spliceosome	351
O60306	Q9NYV4	AQR	NA	Spliceosome	351
O60306	Q9BZJ0	AQR	CRNKL1	Spliceosome	351
O60306	O95232	AQR	NA	Spliceosome	351
O60306	Q8WYA6	AQR	NA	Spliceosome	351
O60306	Q9P013	AQR	CWC15	Spliceosome	351
O60306	Q9HCG8	AQR	CWC22	Spliceosome	351
O60306	Q92841	AQR	DDX17	Spliceosome	351
O60306	Q9BUQ8	AQR	DDX23	Spliceosome	351
O60306	O00571	AQR	DDX3X	Spliceosome	351
O60306	Q9UJV9	AQR	DDX41	Spliceosome	351
O60306	Q7L014	AQR	DDX46	Spliceosome	351
O60306	P17844	AQR	DDX5	Spliceosome	351
O60306	Q96DF8	AQR	ESS2	Spliceosome	351
O60306	O43143	AQR	DHX15	Spliceosome	351
O60306	O60231	AQR	DHX16	Spliceosome	351
O60306	Q92620	AQR	DHX38	Spliceosome	351
O60306	Q14562	AQR	DHX8	Spliceosome	351
O60306	Q08211	AQR	DHX9	Spliceosome	351
O60306	O75937	AQR	DNAJC8	Spliceosome	351
O60306	Q15029	AQR	EFTUD2	Spliceosome	351
O60306	P38919	AQR	EIF4A3	Spliceosome	351
O60306	Q4ZG51	AQR	NA	Spliceosome	351
O60306	Q9Y5B6	AQR	NA	Spliceosome	351
O60306	O43719	AQR	HTATSF1	Spliceosome	351
O60306	O00425	AQR	IGF2BP3	Spliceosome	351
O60306	Q13123	AQR	IK	Spliceosome	351
O60306	Q9ULR0	AQR	ISY1	Spliceosome	351
O60306	Q69YN4	AQR	NA	Spliceosome	351
O60306	Q9Y333	AQR	LSM2	Spliceosome	351
O60306	P62310	AQR	LSM3	Spliceosome	351
O60306	Q9Y4Z0	AQR	LSM4	Spliceosome	351
O60306	P62312	AQR	LSM6	Spliceosome	351
O60306	Q9UK45	AQR	LSM7	Spliceosome	351
O60306	P61326	AQR	MAGOH	Spliceosome	351
O60306	P55081	AQR	MFAP1	Spliceosome	351
O60306	Q9HCE1	AQR	MOV10	Spliceosome	351
O60306	Q09161	AQR	NCBP1	Spliceosome	351
O60306	P52298	AQR	NCBP2	Spliceosome	351
O60306	P55769	AQR	SNU13	Spliceosome	351
O60306	O43809	AQR	NUDT21	Spliceosome	351
O60306	P11940	AQR	PABPC1	Spliceosome	351
O60306	O43660	AQR	PLRG1	Spliceosome	351
O60306	Q9UNP9	AQR	PPIE	Spliceosome	351
O60306	O43447	AQR	NA	Spliceosome	351
O60306	Q9Y3C6	AQR	PPIL1	Spliceosome	351
O60306	Q13356	AQR	NA	Spliceosome	351
O60306	Q9H2H8	AQR	PPIL3	Spliceosome	351
O60306	O15355	AQR	PPM1G	Spliceosome	351
O60306	Q96BP3	AQR	PPWD1	Spliceosome	351
O60306	Q99633	AQR	NA	Spliceosome	351
O60306	Q9UMS4	AQR	PRPF19	Spliceosome	351
O60306	O43395	AQR	NA	Spliceosome	351
O60306	Q8WWY3	AQR	NA	Spliceosome	351
O60306	O43172	AQR	NA	Spliceosome	351
O60306	O75400	AQR	PRPF40A	Spliceosome	351
O60306	Q13523	AQR	PRPF4B	Spliceosome	351
O60306	O94906	AQR	PRPF6	Spliceosome	351
O60306	Q6P2Q9	AQR	PRPF8	Spliceosome	351
O60306	Q9UHX1	AQR	PUF60	Spliceosome	351
O60306	Q96T37	AQR	RBM15	Spliceosome	351
O60306	Q96I25	AQR	RBM17	Spliceosome	351
O60306	Q9NW64	AQR	RBM22	Spliceosome	351
O60306	P49756	AQR	RBM25	Spliceosome	351
O60306	Q14498	AQR	RBM39	Spliceosome	351
O60306	Q9Y5S9	AQR	RBM8A	Spliceosome	351
O60306	Q15287	AQR	RNPS1	Spliceosome	351
O60306	O43290	AQR	SART1	Spliceosome	351
O60306	Q15637	AQR	SF1	Spliceosome	351
O60306	Q15459	AQR	SF3A1	Spliceosome	351
O60306	Q15428	AQR	SF3A2	Spliceosome	351
O60306	Q12874	AQR	SF3A3	Spliceosome	351
O60306	O75533	AQR	SF3B1	Spliceosome	351
O60306	Q9Y3B4	AQR	SF3B6	Spliceosome	351
O60306	Q13435	AQR	SF3B2	Spliceosome	351
O60306	Q15393	AQR	SF3B3	Spliceosome	351
O60306	Q15427	AQR	SF3B4	Spliceosome	351
O60306	Q07955	AQR	SRSF1	Spliceosome	351
O60306	Q05519	AQR	NA	Spliceosome	351
O60306	Q01130	AQR	SRSF2	Spliceosome	351
O60306	P84103	AQR	SRSF3	Spliceosome	351
O60306	Q08170	AQR	SRSF4	Spliceosome	351
O60306	Q13243	AQR	SRSF5	Spliceosome	351
O60306	Q16629	AQR	SRSF7	Spliceosome	351
O60306	P42285	AQR	MTREX	Spliceosome	351
O60306	O95391	AQR	SLU7	Spliceosome	351
O60306	O75940	AQR	SMNDC1	Spliceosome	351
O60306	Q2TAY7	AQR	SMU1	Spliceosome	351
O60306	O75643	AQR	SNRNP200	Spliceosome	351
O60306	Q8WVK2	AQR	NA	Spliceosome	351
O60306	Q96DI7	AQR	SNRNP40	Spliceosome	351
O60306	P08621	AQR	SNRNP70	Spliceosome	351
O60306	P09012	AQR	SNRPA	Spliceosome	351
O60306	P09661	AQR	SNRPA1	Spliceosome	351
O60306	P14678	AQR	SNRPB	Spliceosome	351
O60306	P08579	AQR	SNRPB2	Spliceosome	351
O60306	P09234	AQR	SNRPC	Spliceosome	351
O60306	P62314	AQR	SNRPD1	Spliceosome	351
O60306	P62316	AQR	SNRPD2	Spliceosome	351
O60306	P62318	AQR	SNRPD3	Spliceosome	351
O60306	P62304	AQR	SNRPE	Spliceosome	351
O60306	P62306	AQR	SNRPF	Spliceosome	351
O60306	P62308	AQR	SNRPG	Spliceosome	351
O60306	Q13573	AQR	SNW1	Spliceosome	351
O60306	Q96T58	AQR	NA	Spliceosome	351
O60306	O15042	AQR	U2SURP	Spliceosome	351
O60306	Q8IYB3	AQR	SRRM1	Spliceosome	351
O60306	Q9UQ35	AQR	SRRM2	Spliceosome	351
O60306	Q9BXP5	AQR	SRRT	Spliceosome	351
O60306	Q13247	AQR	SRSF6	Spliceosome	351
O60306	Q13242	AQR	SRSF9	Spliceosome	351
O60306	O95926	AQR	SYF2	Spliceosome	351
O60306	O14776	AQR	TCERG1	Spliceosome	351
O60306	Q9UBB9	AQR	TFIP11	Spliceosome	351
O60306	Q96FV9	AQR	THOC1	Spliceosome	351
O60306	Q8NI27	AQR	THOC2	Spliceosome	351
O60306	Q96J01	AQR	THOC3	Spliceosome	351
O60306	Q86V81	AQR	ALYREF	Spliceosome	351
O60306	Q13769	AQR	THOC5	Spliceosome	351
O60306	Q86W42	AQR	THOC6	Spliceosome	351
O60306	Q6I9Y2	AQR	THOC7	Spliceosome	351
O60306	P62995	AQR	TRA2B	Spliceosome	351
O60306	P83876	AQR	NA	Spliceosome	351
O60306	Q01081	AQR	U2AF1	Spliceosome	351
O60306	P26368	AQR	U2AF2	Spliceosome	351
O60306	Q53GS9	AQR	USP39	Spliceosome	351
O60306	Q9Y2W2	AQR	WBP11	Spliceosome	351
O60306	Q15007	AQR	WTAP	Spliceosome	351
O60306	Q9HCS7	AQR	XAB2	Spliceosome	351
O60306	O43670	AQR	NA	Spliceosome	351
Q13838	O75934	DDX39B	BCAS2	Spliceosome	351
Q13838	Q9BRD0	DDX39B	NA	Spliceosome	351
Q13838	P41223	DDX39B	NA	Spliceosome	351
Q13838	Q9Y6A4	DDX39B	NA	Spliceosome	351
Q13838	Q8WUQ7	DDX39B	CACTIN	Spliceosome	351
Q13838	Q9BQ61	DDX39B	NA	Spliceosome	351
Q13838	O95400	DDX39B	NA	Spliceosome	351
Q13838	O60508	DDX39B	CDC40	Spliceosome	351
Q13838	Q99459	DDX39B	CDC5L	Spliceosome	351
Q13838	Q14011	DDX39B	CIRBP	Spliceosome	351
Q13838	Q16630	DDX39B	CPSF6	Spliceosome	351
Q13838	Q9NYV4	DDX39B	NA	Spliceosome	351
Q13838	Q9BZJ0	DDX39B	CRNKL1	Spliceosome	351
Q13838	O95232	DDX39B	NA	Spliceosome	351
Q13838	Q8WYA6	DDX39B	NA	Spliceosome	351
Q13838	Q9P013	DDX39B	CWC15	Spliceosome	351
Q13838	Q9HCG8	DDX39B	CWC22	Spliceosome	351
Q13838	Q92841	DDX39B	DDX17	Spliceosome	351
Q13838	Q9BUQ8	DDX39B	DDX23	Spliceosome	351
Q13838	O00571	DDX39B	DDX3X	Spliceosome	351
Q13838	Q9UJV9	DDX39B	DDX41	Spliceosome	351
Q13838	Q7L014	DDX39B	DDX46	Spliceosome	351
Q13838	P17844	DDX39B	DDX5	Spliceosome	351
Q13838	Q96DF8	DDX39B	ESS2	Spliceosome	351
Q13838	O43143	DDX39B	DHX15	Spliceosome	351
Q13838	O60231	DDX39B	DHX16	Spliceosome	351
Q13838	Q92620	DDX39B	DHX38	Spliceosome	351
Q13838	Q14562	DDX39B	DHX8	Spliceosome	351
Q13838	Q08211	DDX39B	DHX9	Spliceosome	351
Q13838	O75937	DDX39B	DNAJC8	Spliceosome	351
Q13838	Q15029	DDX39B	EFTUD2	Spliceosome	351
Q13838	P38919	DDX39B	EIF4A3	Spliceosome	351
Q13838	Q4ZG51	DDX39B	NA	Spliceosome	351
Q13838	Q9Y5B6	DDX39B	NA	Spliceosome	351
Q13838	O43719	DDX39B	HTATSF1	Spliceosome	351
Q13838	O00425	DDX39B	IGF2BP3	Spliceosome	351
Q13838	Q13123	DDX39B	IK	Spliceosome	351
Q13838	Q9ULR0	DDX39B	ISY1	Spliceosome	351
Q13838	Q69YN4	DDX39B	NA	Spliceosome	351
Q13838	Q9Y333	DDX39B	LSM2	Spliceosome	351
Q13838	P62310	DDX39B	LSM3	Spliceosome	351
Q13838	Q9Y4Z0	DDX39B	LSM4	Spliceosome	351
Q13838	P62312	DDX39B	LSM6	Spliceosome	351
Q13838	Q9UK45	DDX39B	LSM7	Spliceosome	351
Q13838	P61326	DDX39B	MAGOH	Spliceosome	351
Q13838	P55081	DDX39B	MFAP1	Spliceosome	351
Q13838	Q9HCE1	DDX39B	MOV10	Spliceosome	351
Q13838	Q09161	DDX39B	NCBP1	Spliceosome	351
Q13838	P52298	DDX39B	NCBP2	Spliceosome	351
Q13838	P55769	DDX39B	SNU13	Spliceosome	351
Q13838	O43809	DDX39B	NUDT21	Spliceosome	351
Q13838	P11940	DDX39B	PABPC1	Spliceosome	351
Q13838	O43660	DDX39B	PLRG1	Spliceosome	351
Q13838	Q9UNP9	DDX39B	PPIE	Spliceosome	351
Q13838	O43447	DDX39B	NA	Spliceosome	351
Q13838	Q9Y3C6	DDX39B	PPIL1	Spliceosome	351
Q13838	Q13356	DDX39B	NA	Spliceosome	351
Q13838	Q9H2H8	DDX39B	PPIL3	Spliceosome	351
Q13838	O15355	DDX39B	PPM1G	Spliceosome	351
Q13838	Q96BP3	DDX39B	PPWD1	Spliceosome	351
Q13838	Q99633	DDX39B	NA	Spliceosome	351
Q13838	Q9UMS4	DDX39B	PRPF19	Spliceosome	351
Q13838	O43395	DDX39B	NA	Spliceosome	351
Q13838	Q8WWY3	DDX39B	NA	Spliceosome	351
Q13838	O43172	DDX39B	NA	Spliceosome	351
Q13838	O75400	DDX39B	PRPF40A	Spliceosome	351
Q13838	Q13523	DDX39B	PRPF4B	Spliceosome	351
Q13838	O94906	DDX39B	PRPF6	Spliceosome	351
Q13838	Q6P2Q9	DDX39B	PRPF8	Spliceosome	351
Q13838	Q9UHX1	DDX39B	PUF60	Spliceosome	351
Q13838	Q96T37	DDX39B	RBM15	Spliceosome	351
Q13838	Q96I25	DDX39B	RBM17	Spliceosome	351
Q13838	Q9NW64	DDX39B	RBM22	Spliceosome	351
Q13838	P49756	DDX39B	RBM25	Spliceosome	351
Q13838	Q14498	DDX39B	RBM39	Spliceosome	351
Q13838	Q9Y5S9	DDX39B	RBM8A	Spliceosome	351
Q13838	Q15287	DDX39B	RNPS1	Spliceosome	351
Q13838	O43290	DDX39B	SART1	Spliceosome	351
Q13838	Q15637	DDX39B	SF1	Spliceosome	351
Q13838	Q15459	DDX39B	SF3A1	Spliceosome	351
Q13838	Q15428	DDX39B	SF3A2	Spliceosome	351
Q13838	Q12874	DDX39B	SF3A3	Spliceosome	351
Q13838	O75533	DDX39B	SF3B1	Spliceosome	351
Q13838	Q9Y3B4	DDX39B	SF3B6	Spliceosome	351
Q13838	Q13435	DDX39B	SF3B2	Spliceosome	351
Q13838	Q15393	DDX39B	SF3B3	Spliceosome	351
Q13838	Q15427	DDX39B	SF3B4	Spliceosome	351
Q13838	Q07955	DDX39B	SRSF1	Spliceosome	351
Q13838	Q05519	DDX39B	NA	Spliceosome	351
Q13838	Q01130	DDX39B	SRSF2	Spliceosome	351
Q13838	P84103	DDX39B	SRSF3	Spliceosome	351
Q13838	Q08170	DDX39B	SRSF4	Spliceosome	351
Q13838	Q13243	DDX39B	SRSF5	Spliceosome	351
Q13838	Q16629	DDX39B	SRSF7	Spliceosome	351
Q13838	P42285	DDX39B	MTREX	Spliceosome	351
Q13838	O95391	DDX39B	SLU7	Spliceosome	351
Q13838	O75940	DDX39B	SMNDC1	Spliceosome	351
Q13838	Q2TAY7	DDX39B	SMU1	Spliceosome	351
Q13838	O75643	DDX39B	SNRNP200	Spliceosome	351
Q13838	Q8WVK2	DDX39B	NA	Spliceosome	351
Q13838	Q96DI7	DDX39B	SNRNP40	Spliceosome	351
Q13838	P08621	DDX39B	SNRNP70	Spliceosome	351
Q13838	P09012	DDX39B	SNRPA	Spliceosome	351
Q13838	P09661	DDX39B	SNRPA1	Spliceosome	351
Q13838	P14678	DDX39B	SNRPB	Spliceosome	351
Q13838	P08579	DDX39B	SNRPB2	Spliceosome	351
Q13838	P09234	DDX39B	SNRPC	Spliceosome	351
Q13838	P62314	DDX39B	SNRPD1	Spliceosome	351
Q13838	P62316	DDX39B	SNRPD2	Spliceosome	351
Q13838	P62318	DDX39B	SNRPD3	Spliceosome	351
Q13838	P62304	DDX39B	SNRPE	Spliceosome	351
Q13838	P62306	DDX39B	SNRPF	Spliceosome	351
Q13838	P62308	DDX39B	SNRPG	Spliceosome	351
Q13838	Q13573	DDX39B	SNW1	Spliceosome	351
Q13838	Q96T58	DDX39B	NA	Spliceosome	351
Q13838	O15042	DDX39B	U2SURP	Spliceosome	351
Q13838	Q8IYB3	DDX39B	SRRM1	Spliceosome	351
Q13838	Q9UQ35	DDX39B	SRRM2	Spliceosome	351
Q13838	Q9BXP5	DDX39B	SRRT	Spliceosome	351
Q13838	Q13247	DDX39B	SRSF6	Spliceosome	351
Q13838	Q13242	DDX39B	SRSF9	Spliceosome	351
Q13838	O95926	DDX39B	SYF2	Spliceosome	351
Q13838	O14776	DDX39B	TCERG1	Spliceosome	351
Q13838	Q9UBB9	DDX39B	TFIP11	Spliceosome	351
Q13838	Q96FV9	DDX39B	THOC1	Spliceosome	351
Q13838	Q8NI27	DDX39B	THOC2	Spliceosome	351
Q13838	Q96J01	DDX39B	THOC3	Spliceosome	351
Q13838	Q86V81	DDX39B	ALYREF	Spliceosome	351
Q13838	Q13769	DDX39B	THOC5	Spliceosome	351
Q13838	Q86W42	DDX39B	THOC6	Spliceosome	351
Q13838	Q6I9Y2	DDX39B	THOC7	Spliceosome	351
Q13838	P62995	DDX39B	TRA2B	Spliceosome	351
Q13838	P83876	DDX39B	NA	Spliceosome	351
Q13838	Q01081	DDX39B	U2AF1	Spliceosome	351
Q13838	P26368	DDX39B	U2AF2	Spliceosome	351
Q13838	Q53GS9	DDX39B	USP39	Spliceosome	351
Q13838	Q9Y2W2	DDX39B	WBP11	Spliceosome	351
Q13838	Q15007	DDX39B	WTAP	Spliceosome	351
Q13838	Q9HCS7	DDX39B	XAB2	Spliceosome	351
Q13838	O43670	DDX39B	NA	Spliceosome	351
O75934	Q9BRD0	BCAS2	NA	Spliceosome	351
O75934	P41223	BCAS2	NA	Spliceosome	351
O75934	Q9Y6A4	BCAS2	NA	Spliceosome	351
O75934	Q8WUQ7	BCAS2	CACTIN	Spliceosome	351
O75934	Q9BQ61	BCAS2	NA	Spliceosome	351
O75934	O95400	BCAS2	NA	Spliceosome	351
O75934	O60508	BCAS2	CDC40	Spliceosome	351
O75934	Q99459	BCAS2	CDC5L	Spliceosome	351
